,indonesian,javanese
345,"Dari semalam kok tidak bisa dipakai, layanan indosat kok kayak gini. Daftar extra 2 gb 10 ribu tidak bisa-bisa, sia-sia pulsa saya malah habis tidak dipakai apa-apa.","Saka mambengi kok ora iso dienggo, layanan indosat kok kaya ngene. Ndaftar extra 2 gb 10 ewu ora isa-isa, eman-eman pulsaku malah entek ora isa dienggo apa-apa."
346,"Tempatnya lumayan asik, parkiran di susun rapi. Perpaduan yang aneh tapi enak, steak ditemani mi tak tak super pedas. Hm.","Panggonane lumayan asik, parkiran kasusun rapi. Gabungan sing aneh nanging enak, steak dikancani mi tak tak pedes banget. Hm."
347,"Kayaknya pagi ini macet banget ya, sudah tur di bus lebih dari sejam, tetapi tidak sampai-sampai juga.","Koyoke isuk iki macet banget yo, wis tur ning bis luwih saka sejam, nanging ora sampek-sapek yok an."
348,"Saya kesal sejak februari ditelpon tiap hari di telpon dari mnc tv. Saya tidak pernah langganan, saya puluhan kali klarifikasi.","Aku pegel kat februari ditelpon mben dina ditelpon saka mnc tv. Aku ora tau langganan, aku ping bolak-balik nglarifikasi."
349,Sok tahu banget sih lu mat. Tidak usah sok-sokan beri ceramah segala. Ceramah kamu sesat.,Kemeruh banget to kowe mat. Ora usah sok-sokan ngekeki ceramah barang. Ceramahmu iku sesat.
350,Bakso dengan ceker atau kaki ayam merupakan sensasi yang menakjubkan. Enak banget deh pokoknya selain bakso masih banyak menu yang lain. Pokoknya direkomendasikan banget deh,Bakso nganggo ceker utawa sikil pithik yaiku sensasi sing enak tenan. Enak banget pokoke kajaba bakso isih akeh menu liyane. Pokoke dianjurake tenan
351,"Xiaomi, samsung, tergantung sih kamu mau tipe apa dan sesuai biaya yang kamu punya, tanya-tanya aja ke tempat yang jual hpnya","Xiaomi, samsung, gumantung si kowe pengin tipe apa lan jumbuh biaya sing kowe duwe, takok-takok wae menyang panggonan sing dodol hpne"
352,"Tempat parkir terlalu sempit, sampai mobil harus dititipkan ke lahan parkir yang ada di sebrang hotel.","Panggon parkir kesempiten, sampek mobil kudu dititipne nyang lahan parkir sing ana ning sebrang hotel."
353,"Karena skate park ini dikelilingi tempat berkumpul yang asik, saya merasa tidak akan pernah merasa bosan.","Merga skate park iki diubengi panggon klumpukan sing asyik, aku rasane ora bakal isa krasa waleh."
354,Saya sudah lapor ke email mandiricare.co.id,Aku uwis lapor marang email mandiricare.co.id
355,Saya sudah punya kode akses dan pin.,Aku uwis ndhuwe kode akses lan pin.
356,"Asli dah indihome parah banget dah sekarang, apa gunanya bayar mahal mahal gila emosi nih benar-benar","Asli tenan indihome nemen tenan saiki, apa gunane mbayar larang larang edan emosi tenan"
357,"Kami sekeluarga menyempatkan diri mencoba makan di tempat makannya ini seperti sarang yang semua kaca-kacanya ditutupi oleh ranting-ranting yang merambat. Eksotik, unik, keren banget dan makanannya pun enak.","Dhewe sakaluwarga nyempetake kanggo njajal panganan ing panggonan mangane iki kaya susuh sing kabeh kaca-kacane ditutupi karo ranting-ranting sing ngerambat. Eksotik, unik, apik tenan lan panganane uga enak."
358,Saya cemburu tapi tidak bisa apa-apa,Aku cemburu nanging ora isa apa-apa
359,"Harga tidak terlalu mahal, rasanya juga enak, banyak pilihan makanan khas Banjar lainnya. ","Rega ora patia larang, rasane uga enak, akeh pilian panganan khas Banjar liyane."
360,Segel rapi walau kotak sedikit penyok,Segel rapi sanajan kotak setithik peyot
361,Supir gocar datang dari luar kota ke jakarta untuk mencari penumpang demi dapatkan poin.,Sopir gocar teka saka luwar kutha nyang jakarta dinggo golek penumpang ben entuk poin.
362,Di sini bisa petik stroberi sendiri dan langsung dibayar kalau lagi besar besar buahnya lumayan juga manis stroberinya dan ada kuliner juga bisa makan yang lain di sini,Ning kene isa metik stroberi dewe lan langsung dibayar lak pas gedhi-gedhi buahe lumayan uga legi stroberine lan ada kulinere pisan isa mangan sing liyane ning kene
363,"Baru saja tadi sampai barangnya, bagus kok","Lagek wae mau teka barange, apik kok"
364,Bosan banget melihat sampah di ruas jalan kota palangkaraya,Bosen banget ndhelok sampah ing dalan kutha palangkaraya
365,Lokasi restoran di Kemang. Mahal dan tidak enak. Jangan ke situ deh.,Lokasi restoran ing Kemang. Larang lan ora enak. Aja mara mrana deh.
366,Rasa nikmat dipadu dengan sambelnya. Daging empuk. Harga sesuai dengan yang disajikan. Lokasi mudah ditemukan. Sip pokoknya.,Rasa nikmat dipadu karo sambele. Daginge empuk. Rega jumbuh karo sing disajikne. Lokasi gampang ditemokne. Sip pokoke.
367,Bubur Ahong ini enak dimakan saat makan malam. Banyak menu lainnya yang dapat dinikmati selain bubur. Rumah makan ini ramai dikunjungi dan cukup luas. Buburnya juga enak.,Bubur Ahong iki enak dipangan pas mangan wengi. Akeh menu liane sing isa dinikmati liyane bubur. Omah mangan iki rame diparani lan lumayan amba. Bubure uga enak.
368,"Saya ke sini sama pacar, tempatnya cukup luas dan ada area indoor sama di luarnya. Saya duduk di tempat indoor yang ada pemandangan ke arah luar, jadi ada jendela kaca. untuk makanan saya cukup puas. Dari sisi harga memang sebanding dengan apa yang ditawarkan","Aku marang kene karo pacar, panggonane lumayan amba lan ana area indoor karo ing njabane. Aku njagong ing panggonan indoor sing ana pemandangan marang arah njaba, dadi ana jendela kace. kanggo panganane aku cukup puas. Saka sisi rega tenan padha karo apa sing ditawakake"
369,Memilih gubernur atau tidak adalah pilihan setiap orang.,Milih gubernur utawa ora yaiku pilian saban uwong.
370,Rasa sudah berubah tidak seperti dulu. Terkesan hambar. Harus di tingkatkan cita rasanya. Untuk menu minuman sangat minim hanya ada soft drink,Rasa uwis malih ora kaya mbiyen. Kesane anyep. Kudu ditingkatake cita rasane. Kanggo menu ombean minim banget mung ana soft drink
371,Meskipun sekarang harganya sudah melonjak naik tapi percayalah kalau pesan nasi padang bungkus di singgalang jaya porsinya badai abiiis. Sampai sekarang tempat ini masih menjadi salah satu tempat menikmati masakan padang favorit saya.,Sanadyan saiki regane uwes mlonjak munggah nanging percayao yen pesen sega padang bungkus ing singgalang jaya porsine badai tenaaan. Nganti saiki panggonan iki isih dadi salah siji panggonan nikmati masakan padang favoritku.
372,"Bebeknya enak, lembut, sambelnya enak. Tempat bersih dan lumayan oke.","Bebeke enak, alus, sambele enak. Panggone resik lan lumayan oke."
373,"Terletak di festival city link mal, resto ini menyajikan makanan cina makanan a la carte dan dimsum. Rasa makanan cukup oke, tempat cukup luas juga dan banyak keluarga bersantap di sini. Favorit kami udang mayonaise.","Manggon ana ing festival city link mal, resto iki nyajikake panganan cina panganan a la carte lan dimsum. Rasa panganane oke, panggonan uga cukup amba lan akeh keluwarga mangan ana ing kene. Favorite dhewe urang mayonaise."
374,Makanan di rumah sakit selalu tidak enak,Panganan ing rumah sakit tansah ora enak
375,"Kalau ke sini wajib banget beli terong gorengnya, tempatnya juga enak ada yang lesehan, hindari jam makan siang kalau mau ke sini karena penuh banget","Lak mrene wajib banget tuku terong gorenge, panggone uga enak ana sing lesehan, ngindari jam mangan awan lak sir mrene merga kebeg banget"
376,"Letaknya cukup nyaman, ada di jalan sudirman yang dekat dengan pilihan tempat belanja, dari resto pun cukup dekat ke tempat tersebut. Makanannya enak, pilihannya banyak jadi tidak terlalu membosankan. Tempatnya juga nyaman","Panggone cukup nyaman, ana ning dalan sudirman sing cedek karo pilihan panggen belonjo, lan restone cukup cedek karo panggen iku. Panganane enak, pilihane akeh dadi ora tek malehi. Panggone uga nyaman"
377,Resto ini punya menu yang beragam tetapi kebanyakan menu China dan halal. Mi ayam jamur dan nasi hainannya sedap dan direkomendasikan. Bebeknya juga enak. Resto ini sekarang punya cabang di Istana Plaza.,Resto iki duwe menu sing aneka werna nanging kakean menu China lan halal. Mi ayam jamur lan sega hainane sedep lan direkomendasikake. Bebeke uga enak. Resto iki saiki duwe cabang ing Istana Plaza.
378,Mampir ke bandung. Mencari ramen. Yang katanya lagi kekinian. Harganya setimpal sesuai dengan rasanya. Kalau ke bandung lagi pasti mampir lagi.,Mampir marang bandung. Nggolek ramen. Sing jarene saiki kekinian. Regane setimpal padha karo rasane. Yen marang bandung maneh mesti mampir maneh.
379,"Kalau ada yang salah dengan tingkah laku aku boleh kok bicara langsung ke aku, jangan bicara di belakang. Tidak asik kayak begitu. Pengecut!","Yen ana sing salah karo tindak tanduke aku entuk kok ngomong langsung karo aku, aja ngomong ing mburi. Ora asik kaya ngono. Pengecut!"
380,Mohon konfirmasi untuk pengiriman ke alamat penerima akan dilakukan hari ini atau esok hari kak terima kasih,Tolong konfirmasi kanggo pangiriman ing alamat panampa sing dileksanakake dina iki utawa dina ngesok mas suwun
381,Tempat parkirnya kurang luas. Dan menyebalkan banget kalau pada saat kita makan kemudian disuruh untuk memindahkan mobil karena ada orang lain yang selesai makan dan akan keluar kendaraannya. Itu sangat mengganggu.,Panggen parkire kurang amba. Lan nganyelne banget lak pas awakdewe mangan terus dikongkon ngge mindahne mobil merga ana wong liya sing bar mangan lan arepe metu kendaraane. Iku ngganggu banget.
382,"Ya gitu sih, kesadaran akan tanggung jawab mahasiswa sekarang itu kurang sekali. Kebanyakan tidak bertanggung jawab dengan apa yang sudah jadi tugasnya.","Ya ngono sih, kesadharan tanggung jawab mahasiswa saiki kuwi kurang tenan. Akeh-akehe ora tanggung jawab kanthi apa sing uwis dadi tugase."
383,"Nasi uduk ini ada di jalan rajiman dan bukanya dari sore sampai malam. Menunya sih cukup sederhana, hanya nasi uduk dan berbagai pelengkapnya. Biasanya saya makan nasi uduk sama ayam goreng dan sambal, sambalnya tidak terlalu pedas.","Sega uduk iki ana ing dalan rajiman lan bukake saka sore nganti mbengi. Menune si cukup sederhana, mung sega uduk lan aneka warna pelengkape. Biasane aku mangan sega udu karo pithik goreng lan sambel, sambele ora patia pedes."
384,Anw indomie pertama di 2018 ku semalam ternyata nikmat,Ngomong-ngomong indomie pisanan ning 2018 ku mambengi tibake enak
385,"Minimal kartu internet saya tidak dapat digunakan padahal kuota lokal masih, saya berada di lokasi aktivasi dan kartu juga sudah registrasi","Saksitike kertu internetku ora kenek digawe padahal kuota lokal e isik, aku manggon ning panggonan sing aktivasi lan kertune uga wis didaftarne."
386,Hypermart sedang memberikan diskon 20% untuk produk segar setiap hari senin - kamis dengan mandiri kartu hypermart,Hypermart saiki ngenehi diskon 20% kanggo produk seger saben dina senen - kemis kanthi mandiri kartu hypermart
387,Mau marah saja aku sama indosat,Pengen nesu wae aku karo indosat
388,Sambil menunggu waktu pergantian tahun kita coba ke sini. Kita berdua pesan beberapa sushi. Minumannya milktea sama eskrim vanilla dengan batok kelapa. Untuk sushinya lumayan tapi kebanyakan nasinya sepertinya. Tetapi rasanya enak. Harganya terjangkau.,Karo ngenteni wektu ganti tahun dhewe njajal marang rene. Dhewe wong loro pesen pirang-pirang sushi. Ombeane milktea karo es krim vanilla nganggo batok krambil. Kanggo sushine lumayan nanging kakehan segane kayane. Nanging rasane enak. Regane kajangkau.
389,"Mana laporan aku tidak diproses-proses. Ragu duit aku akan dikembalikan, padahal pulsa dan kuota aku hilang.","Endi laporanku ora diproses-proses. Magu duitku ora bakal dibalikne, padahal pulsa lan kuotaku ilang."
390,"Kami sangat kecewa dengan pelayanan karyawan lion di gate a6 bandar udara cengkareng. Saya dibohongi, barang rusak dan kotor tiba tujuan.","Dhewe kuciwa tenan karo pelayanan karyawan lion ing gate a6 bandar udara cengkareng. Aku diapusi, barang rusak lan reged satibane ing tujuan."
391,Yang paling mengecewakan adalah ketika pemimpin tak bisa bedakan dan tak mau tahu mana negarawan dan mana politisi kotor,Sing paling nguciwakake yaiku nalika pimpinan ora isa mbedakake lan ora gelem ngerti endi negarawan lan endi politisi kotor
392,"Bubur ayam yang lumayan rekomendasi di sekitaran bandung, tempatnya strategis mudah dicari, harganya tidak merogoh kantong, tempatnya selalu ramai didatangi pengunjung setiap hari kerja maupun akhir pekan karena rasanya yang enak.","Bubur iwak pitik sing lumayan rekomendasi ning sekitaran bandung, panggone strategis gampang digoleki, regane ora ngrogoh sak, panggone mesti rame diparani pengunjung mben dina nyambut gawe lan akhir minggu merga rasane sing enak."
393,"Mengunjungi tempat ini untuk istirahat setelah cape macet di perjalanan, makanan oke, tapi kue-kuenya mantap, jadi terbayarkan.","Teka ing panggonan iki kanggo ngaso sakbanjure sayah macet ing lelungan, panganane oke, nanging jajan-jajane mantep, dadi kabayarake."
394,"Lalu saya percuma dong update nomor telepon genggam terbaru ke pelayanan pelanggan cab bni kalau data di bni masih nomor handphone lama, bagaimana sih pelayanannya!","Terus aku sia-sia no nganyari nomer hape paling anyar nyang pelayanan pelanggan cabang bni lak data ning bni isik nomer hape lawas, piye seh pelayanane!"
395,"Saya sudah sering kali datang menikmati makanan di roemah nenek. Saya suka dengan suasananya yang nyaman untuk makan bersama keluarga. Di hari-hari tertentu ada hiburan live musik. Makanannya pun punya pilihan yang beragam dari yang tradisional, asia, sampai makanan barat","Aku wis kerep mara nikmati panganan ning roemah nenek. Aku seneng karo kahanane sing nyaman dinggo mangan bareng keluarga. Ning dina-dina tertentu ana tontonan musik langsung. Panganane uga nduwe pilian sing rena-rena saka tradisional, asia, sampek panganan kidulan"
396,"Banyak orang yang kurang suka untuk berobat ke dokter. Selain biaya yang relatif cukup mahal bagi sebagian orang, ke dokter tak selamanya bisa menyembuhkan. Banyak dokter yang salah diagnosa. Pentingkah ataukah sudah lumrah, toh dokter juga manusia.","Akeh wong sing ora seneng nggo berobat nyang dokter. Ora mung kerna mbayare sing relatif lumayan larang dingge separone wong, nyang dokter ora selawase isa marekne. Akeh dokter sing salah diagnosis. Apa penting utawa wis lumrah, toh dokter uga manungsa."
397,"Pelayanan baik, tempat parkir cukup luas, kebun stroberi luas dan banyak stroberi yang sudah cukup merah untuk dipetik. Makanan direstoran sangat beragam, rasanya enak, sambal stroberinya unik dan enak. Nasi liwet stroberi harus dicoba. Sejauh ini semua menu yang saya makan tidak ada yang mengecewakan sangat rekomendasi untuk wisata keluarga","Pelayanane apik, panggen parkir lumayan amba, kebon stroberi amba lan akeh stroberi sing wis cukup abang nggo dipethil. Panganan ning restoran rena-rena banget, rasane enak, sambel stroberine unik lan enak. Sega liwet stroberi kudu dijajal. Sejauh iki kabeh menu sing tak pangan ora ana sing nggarai gela rekomendasi banget dinggo dolane keluarga"
398,"Demi apa pun tes cpns bikin macet, sialannnnnnn","Demi apa wae tes cpns marakna macet, sialannnnnnn"
399,"Menunggu makanannya lama banget, waitressnya galak, pas makanannya saat itu saya pesan pizza datang eh gosong sampai kasirnya pun pas saya bayar tidak senyum, pelayanannya payah.","Ngenteni panganan suwi banget, pelayane galak, pas mangan pas kuwi aku pesen pizza tekone eh gosong nganti kasire pas aku mbayar ora ngguyu, pelayanane payah."
0,Nikmati cicilan 0% hingga 12 bulan untuk pemesanan tiket pesawat air asia dengan kartu kredit bni!,Nikmatono cicilan 0% sampek 12 sasi dinggo pesen tiket kapal air asia nganggo kertu kredit bni!
1,"Kue-kue yang disajikan bikin saya bernostalgia. Semuanya tipikal kue zaman dulu, baik dari penampilan maupun rasa. Kuenya enak dan harganya juga murah.","Roti-roti sing disajekne nggarai aku nostalgianan. Kabeh model roti jaman biyen, saka tampilane utawa rasa. Rotine enak lan regane uga mirah."
2,Ibu pernah bekerja di grab indonesia,Ibu uwis tahu kerja ing grab indonesia
3,"Paling suka banget makan siang di sini ayam sama sambalnya enak banget harganya luar biasa hemat, rasa ayamnya meresap sampai ketulangnya, es lidah buayanya juga segar bikin adem perut setelah makan sambal yang pedas, pelayannya sigap dan ramah, yang aku suka di tempat kasir ada tulisan 10% disumbangkan untuk beramal, buat makan jadi lebih enak ke perut","Paling seneng banget mangan awan ing kene pithik karo sambele enak banget regane luwar biasa hemat, rasa pithike ngeresep nganti tekan balunge, es lidah buayane uga seger marakna adem wetenge sakbanjure mangan sambel sing pedes, pelayanane sigap lan grapyak, sing aku seneng ing panggon kasir ana tulisan 10% disumbangake kanggo amal, kanggo mangan dadi luwih enak ing weteng"
